MMSI,IMO,船名,船长,船宽,载重吨,总吨,吃水
413773493," ""406172940"""," ""null"""," ""100"""," ""16"""," ""null"""," ""null"""," ""null"""
413859138," ""0"""," ""null"""," ""57"""," ""11"""," ""null"""," ""null"""," ""null"""
413906641," ""0"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""
413951989," ""0"""," ""null"""," ""35"""," ""6"""," ""null"""," ""null"""," ""null"""
413994046," ""null"""," ""null"""," ""49"""," ""11"""," ""null"""," ""null"""," ""null"""
412479790," ""null"""," ""null"""," ""80"""," ""14"""," ""null"""," ""null"""," ""null"""
413466940," ""0"""," """""," ""50"""," ""13"""," ""325"""," ""221"""," ""null"""
413488670," ""null"""," ""null"""," ""66"""," ""14"""," ""null"""," ""null"""," ""null"""
413773477," ""356515840"""," ""null"""," ""107"""," ""17"""," ""null"""," ""null"""," ""null"""
413901217," ""null"""," """""," ""50"""," ""13"""," ""368"""," ""250"""," ""null"""
413902231," ""0"""," ""null"""," ""49"""," ""13"""," ""null"""," ""null"""," ""null"""
413993781," ""0"""," ""null"""," ""50"""," ""10"""," ""null"""," ""null"""," ""null"""
413994869," ""0"""," ""null"""," ""49"""," ""4"""," ""null"""," ""null"""," ""null"""
413998371," ""0"""," ""null"""," ""57"""," ""11"""," ""null"""," ""null"""," ""null"""
413474960," ""null"""," ""null"""," ""51"""," ""10"""," ""null"""," ""null"""," ""null"""
413902045," ""null"""," ""null"""," ""53"""," ""12"""," ""null"""," ""null"""," ""null"""
412475877," ""356515840"""," ""null"""," ""75"""," ""15"""," ""null"""," ""null"""," ""3.5"""
413494773,,,,,,,
413494773," ""356515840"""," ""null"""," ""75"""," ""15"""," ""null"""," ""null"""," ""3.5"""
413504290," ""0"""," ""null"""," ""49"""," ""13"""," ""null"""," ""null"""," ""null"""
413900278," ""null"""," ""null"""," ""58"""," ""14"""," ""null"""," ""null"""," ""null"""
413902175," ""null"""," """""," ""50"""," ""14"""," ""368"""," ""250"""," ""null"""
413986027," ""null"""," ""null"""," ""49"""," ""11"""," ""null"""," ""null"""," ""null"""
413900217," ""20"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""
413985509," ""0"""," ""null"""," ""42"""," ""8"""," ""null"""," ""null"""," ""null"""
413437912,,,,,,,
413437912," ""0"""," ""null"""," ""42"""," ""8"""," ""null"""," ""null"""," ""null"""
413509050," ""0"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""
413901724," ""null"""," ""null"""," ""53"""," ""11"""," ""null"""," ""null"""," ""null"""
413905656," ""null"""," ""null"""," ""52"""," ""12"""," ""null"""," ""null"""," ""null"""
413973494," ""0"""," ""null"""," ""42"""," ""9"""," ""null"""," ""null"""," ""null"""
413999166," ""0"""," ""null"""," ""57"""," ""11"""," ""null"""," ""null"""," ""null"""
413505061," ""null"""," ""null"""," ""48"""," ""13"""," ""null"""," ""null"""," ""null"""
413995765," ""0"""," ""null"""," ""59"""," ""13"""," ""null"""," ""null"""," ""null"""
413998181," ""25165824"""," ""null"""," ""68"""," ""11"""," ""null"""," ""null"""," ""null"""
413776613," ""0"""," ""null"""," ""0"""," ""0"""," ""null"""," ""null"""," ""null"""
413792714," ""0"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""
413862355," ""null"""," ""null"""," ""57"""," ""13"""," ""null"""," ""null"""," ""null"""
413900603," ""null"""," ""null"""," ""72"""," ""15"""," ""null"""," ""null"""," ""null"""
413901729," ""null"""," ""null"""," ""51"""," ""12"""," ""null"""," ""null"""," ""null"""
413762755," ""0"""," ""null"""," ""50"""," ""16"""," ""null"""," ""null"""," ""null"""
413900015," ""null"""," """""," ""49"""," ""11"""," ""325"""," ""221"""," ""null"""
413974325," ""0"""," ""null"""," ""42"""," ""8"""," ""null"""," ""null"""," ""null"""
413773609," ""null"""," ""null"""," ""67"""," ""15"""," ""null"""," ""null"""," ""null"""
413902756," ""null"""," ""null"""," ""49"""," ""10"""," ""null"""," ""null"""," ""null"""
413905714," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""
413906372," ""null"""," ""null"""," ""55"""," ""14"""," ""null"""," ""null"""," ""null"""
413906497," ""0"""," ""null"""," ""84"""," ""20"""," ""null"""," ""null"""," ""null"""
413906927," ""0"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""
413489550," ""0"""," ""null"""," ""31"""," ""9"""," ""null"""," ""null"""," ""1.30000007"""
413904883," ""0"""," ""null"""," ""57"""," ""12"""," ""null"""," ""null"""," ""null"""
413905206," ""0"""," ""null"""," ""50"""," ""13"""," ""null"""," ""null"""," ""0"""
413474341,,,,,,,
413474341," ""0"""," ""null"""," ""50"""," ""13"""," ""null"""," ""null"""," ""0"""
413905829," ""0"""," ""null"""," ""57"""," ""13"""," ""null"""," ""null"""," ""null"""
412476090," ""0"""," """""," ""69"""," ""16"""," ""2119"""," ""1314"""," ""null"""
413465317," ""357602801"""," ""null"""," ""190"""," ""32"""," ""null"""," ""null"""," ""1.70000005"""
413481189,,,,,,,
413481189," ""357602801"""," ""null"""," ""190"""," ""32"""," ""null"""," ""null"""," ""1.70000005"""
413505740," ""0"""," ""捷航5"""," ""87"""," ""13"""," ""3550.0"""," ""2122.0"""," ""3"""
413978790," ""0"""," ""null"""," ""49"""," ""10"""," ""null"""," ""null"""," ""0"""
816648933,,,,,,,
816648933," ""0"""," ""null"""," ""49"""," ""10"""," ""null"""," ""null"""," ""0"""
946088165,,,,,,,
946088165," ""0"""," ""null"""," ""49"""," ""10"""," ""null"""," ""null"""," ""0"""
413472480," ""0"""," ""null"""," ""50"""," ""16"""," ""null"""," ""null"""," ""4.0999999"""
413762765," ""0"""," ""null"""," ""50"""," ""9"""," ""null"""," ""null"""," ""3.5999999"""
413892773," ""0"""," ""null"""," ""93"""," ""16"""," ""null"""," ""null"""," ""0"""
413975467," ""null"""," ""null"""," ""49"""," ""11"""," ""null"""," ""null"""," ""null"""
413997094," ""0"""," ""null"""," ""74"""," ""16"""," ""null"""," ""null"""," ""null"""
413997941," ""356515840"""," ""null"""," ""43"""," ""7"""," ""null"""," ""null"""," ""null"""
411106034,,,,,,,
411106034," ""356515840"""," ""null"""," ""43"""," ""7"""," ""null"""," ""null"""," ""null"""
413420148," ""0"""," ""null"""," ""53"""," ""9"""," ""null"""," ""null"""," ""null"""
413466341,,,,,,,
413466341," ""0"""," ""null"""," ""53"""," ""9"""," ""null"""," ""null"""," ""null"""
413900104," ""0"""," ""粤广州货0332"""," ""62"""," ""13"""," """""," ""1051"""," ""null"""
413900983," ""0"""," ""null"""," ""50"""," ""13"""," ""null"""," ""null"""," ""0"""
412475520," ""0"""," ""null"""," ""76"""," ""15"""," ""null"""," ""null"""," ""null"""
413510117,,,,,,,
413510117," ""0"""," ""null"""," ""76"""," ""15"""," ""null"""," ""null"""," ""null"""
413996702," ""0"""," ""null"""," ""73"""," ""13"""," ""null"""," ""null"""," ""4.5999999"""
413902117," ""0"""," ""null"""," ""45"""," ""9"""," ""null"""," ""null"""," ""null"""
413905877," ""0"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""
413907868," ""null"""," ""null"""," ""103"""," ""14"""," ""null"""," ""null"""," ""null"""
413997652," ""null"""," ""null"""," ""56"""," ""11"""," ""null"""," ""null"""," ""null"""
412400053," ""0"""," ""null"""," ""31"""," ""6"""," ""null"""," ""null"""," ""null"""
413479760," ""null"""," ""null"""," ""79"""," ""15"""," ""null"""," ""null"""," ""null"""
413901731," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""
413903867," ""0"""," ""null"""," ""47"""," ""10"""," ""null"""," ""null"""," ""null"""
412503717," ""null"""," ""null"""," ""50"""," ""14"""," ""null"""," ""null"""," ""null"""
413483957," ""0"""," ""null"""," ""63"""," ""12"""," ""null"""," ""null"""," ""0"""
413508420," ""0"""," ""null"""," ""59"""," ""13"""," ""null"""," ""null"""," ""null"""
413904134," ""null"""," ""null"""," ""49"""," ""13"""," ""null"""," ""null"""," ""0"""
413907484," ""0"""," ""null"""," ""60"""," ""13"""," ""null"""," ""null"""," ""null"""
413995110," ""0"""," ""null"""," ""56"""," ""12"""," ""null"""," ""null"""," ""0"""
413469940," ""0"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""
413905157," ""0"""," ""null"""," ""84"""," ""16"""," ""null"""," ""null"""," ""null"""
413906533," ""0"""," ""null"""," ""80"""," ""18"""," ""null"""," ""null"""," ""3.79999995"""
413982572," ""null"""," ""null"""," ""50"""," ""11"""," ""null"""," ""null"""," ""null"""
412503477," ""0"""," ""null"""," ""10"""," ""1"""," ""null"""," ""null"""," ""null"""
413900788," ""0"""," """""," ""49"""," ""15"""," ""368"""," ""250"""," ""0"""
413973455," ""null"""," ""null"""," ""60"""," ""13"""," ""null"""," ""null"""," ""null"""
413973493," ""356515840"""," ""null"""," ""42"""," ""9"""," ""null"""," ""null"""," ""null"""
413862069," ""0"""," ""null"""," ""62"""," ""12"""," ""null"""," ""null"""," ""0"""
413900721," ""0"""," ""兴航2"""," ""48"""," ""15"""," ""325"""," ""221"""," ""null"""
413903797," ""0"""," ""null"""," ""46"""," ""11"""," ""null"""," ""null"""," ""null"""
413977259," ""0"""," ""null"""," ""44"""," ""9"""," ""null"""," ""null"""," ""null"""
413982593," ""0"""," ""null"""," ""49"""," ""11"""," ""null"""," ""null"""," ""null"""
413996125," ""0"""," ""null"""," ""49"""," ""11"""," ""null"""," ""null"""," ""null"""
413996341," ""0"""," ""null"""," ""52"""," ""10"""," ""null"""," ""null"""," ""0"""
413900162," ""null"""," ""粤韶关货2310"""," ""52"""," ""11"""," ""484"""," ""329"""," ""null"""
413996070," ""0"""," ""null"""," ""72"""," ""14"""," ""null"""," ""null"""," ""0"""
412474085," ""null"""," ""null"""," ""74"""," ""13"""," ""null"""," ""null"""," ""null"""
413346388,,,,,,,
413346388," ""null"""," ""null"""," ""74"""," ""13"""," ""null"""," ""null"""," ""null"""
413906197," ""0"""," ""null"""," ""48"""," ""11"""," ""null"""," ""null"""," ""null"""
413977701," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""
413900149," ""null"""," ""null"""," ""71"""," ""15"""," ""null"""," ""null"""," ""null"""
413466890," ""0"""," """""," ""49"""," ""16"""," ""346"""," ""235"""," ""0"""
413900847," ""0"""," ""null"""," ""50"""," ""10"""," ""null"""," ""null"""," ""null"""
413901222," ""null"""," ""null"""," ""73"""," ""15"""," ""null"""," ""null"""," ""null"""
413901237," ""0"""," """""," ""79"""," ""22"""," ""1615"""," ""1098"""," ""null"""
413905825," ""0"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""
413984637," ""null"""," ""null"""," ""49"""," ""11"""," ""null"""," ""null"""," ""null"""
413860832," ""0"""," ""null"""," ""60"""," ""12"""," ""null"""," ""null"""," ""null"""
413900001," ""0"""," ""翔基1"""," ""54"""," ""10"""," """""," ""1331"""," ""null"""
413905027," ""0"""," ""null"""," ""82"""," ""16"""," ""null"""," ""null"""," ""null"""
413906426," ""0"""," ""null"""," ""90"""," ""19"""," ""null"""," ""null"""," ""2.29999995"""
413906854," ""null"""," ""null"""," ""68"""," ""14"""," ""null"""," ""null"""," ""null"""
413954725," ""0"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""
413993504," ""0"""," ""null"""," ""44"""," ""10"""," ""null"""," ""null"""," ""null"""
413971445," ""0"""," ""null"""," ""55"""," ""10"""," ""null"""," ""null"""," ""1.30000007"""
413902886," ""0"""," ""null"""," ""50"""," ""13"""," ""null"""," ""null"""," ""0"""
700056757," ""null"""," ""null"""," ""null"""," ""125"""," ""null"""," ""null"""," ""0"""
413762721," ""null"""," ""null"""," ""68"""," ""17"""," ""null"""," ""null"""," ""null"""
413902026," ""null"""," ""null"""," ""52"""," ""11"""," ""null"""," ""null"""," ""null"""
413953269," ""0"""," ""null"""," ""50"""," ""8"""," ""null"""," ""null"""," ""0"""
413861866," ""0"""," ""null"""," ""71"""," ""16"""," ""null"""," ""null"""," ""3"""
413904226," ""0"""," ""null"""," ""50"""," ""16"""," ""null"""," ""null"""," ""null"""
413970113," ""null"""," ""null"""," ""50"""," ""13"""," ""null"""," ""null"""," ""null"""
413478537," ""0"""," ""null"""," ""66"""," ""13"""," ""null"""," ""null"""," ""null"""
413904245," ""0"""," ""null"""," ""54"""," ""12"""," ""null"""," ""null"""," ""null"""
413904832," ""null"""," ""null"""," ""45"""," ""9"""," ""null"""," ""null"""," ""null"""
413905717," ""0"""," ""null"""," ""19"""," ""4"""," ""null"""," ""null"""," ""null"""
413906626," ""null"""," ""null"""," ""69"""," ""14"""," ""null"""," ""null"""," ""null"""
413906922," ""null"""," ""null"""," ""60"""," ""19"""," ""null"""," ""null"""," ""null"""
414811484,,,,,,,
414811484," ""null"""," ""null"""," ""60"""," ""19"""," ""null"""," ""null"""," ""null"""
412460853," ""null"""," ""null"""," ""22"""," ""5"""," ""null"""," ""null"""," ""null"""
412476020," ""0"""," ""null"""," ""50"""," ""16"""," ""null"""," ""null"""," ""null"""
413776501," ""0"""," ""null"""," ""58"""," ""11"""," ""null"""," ""null"""," ""0"""
413905875," ""null"""," ""null"""," ""36"""," ""12"""," ""null"""," ""null"""," ""null"""
413954317," ""0"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""
413981618," ""null"""," ""null"""," ""49"""," ""13"""," ""null"""," ""null"""," ""null"""
413991951," ""0"""," ""null"""," ""49"""," ""13"""," ""null"""," ""null"""," ""null"""
413995379," ""0"""," ""null"""," ""49"""," ""9"""," ""null"""," ""null"""," ""null"""
413906923," ""0"""," ""null"""," ""16"""," ""4"""," ""null"""," ""null"""," ""null"""
413991512," ""924225105"""," ""null"""," ""42"""," ""7"""," ""null"""," ""null"""," ""null"""
514570225,,,,,,,
514570225," ""924225105"""," ""null"""," ""42"""," ""7"""," ""null"""," ""null"""," ""null"""
412476446,,,,,,,
412476446," ""924225105"""," ""null"""," ""42"""," ""7"""," ""null"""," ""null"""," ""null"""
413902815," ""null"""," ""null"""," ""50"""," ""12"""," ""null"""," ""null"""," ""null"""
413906930," ""0"""," ""null"""," ""70"""," ""16"""," ""null"""," ""null"""," ""null"""
413472728,,,,,,,
413472728," ""0"""," ""null"""," ""70"""," ""16"""," ""null"""," ""null"""," ""null"""
413860261," ""0"""," ""null"""," ""63"""," ""13"""," ""null"""," ""null"""," ""null"""
413902251," ""null"""," ""null"""," ""50"""," ""15"""," ""null"""," ""null"""," ""null"""
413904293," ""0"""," ""null"""," ""34"""," ""7"""," ""null"""," ""null"""," ""0"""
447032248,,,,,,,
447032248," ""0"""," ""null"""," ""34"""," ""7"""," ""null"""," ""null"""," ""0"""
413475740," ""null"""," ""null"""," ""75"""," ""15"""," ""null"""," ""null"""," ""null"""
413484246,,,,,,,
413484246," ""null"""," ""null"""," ""75"""," ""15"""," ""null"""," ""null"""," ""null"""
413902053," ""0"""," ""null"""," ""50"""," ""13"""," ""null"""," ""null"""," ""null"""
413973572," ""null"""," ""null"""," ""50"""," ""13"""," ""null"""," ""null"""," ""null"""
413906571," ""null"""," ""null"""," ""63"""," ""13"""," ""null"""," ""null"""," ""null"""
413793852," ""0"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""
413901236," ""0"""," ""null"""," ""76"""," ""16"""," ""null"""," ""null"""," ""null"""
413976821," ""0"""," ""null"""," ""75"""," ""13"""," ""null"""," ""null"""," ""3.29999995"""
413989915," ""null"""," ""null"""," ""57"""," ""13"""," ""null"""," ""null"""," ""null"""
413900147," ""null"""," ""null"""," ""67"""," ""12"""," ""null"""," ""null"""," ""null"""
413981797," ""0"""," ""null"""," ""49"""," ""11"""," ""null"""," ""null"""," ""null"""
413983522," ""0"""," ""null"""," ""47"""," ""10"""," ""null"""," ""null"""," ""null"""
412500581,,,,,,,
412500581," ""0"""," ""null"""," ""47"""," ""10"""," ""null"""," ""null"""," ""null"""
413772404," ""0"""," ""粤韶关货0780"""," ""52"""," ""12"""," """""," ""588"""," ""null"""
413776601," ""null"""," ""null"""," ""50"""," ""11"""," ""null"""," ""null"""," ""null"""
413776629," ""0"""," ""null"""," ""36"""," ""7"""," ""null"""," ""null"""," ""null"""
413803254," ""28"""," """""," ""56"""," ""10"""," ""1032"""," ""702"""," ""3"""
413972202," ""null"""," ""null"""," ""49"""," ""11"""," ""null"""," ""null"""," ""null"""
413997088," ""0"""," ""null"""," ""59"""," ""16"""," ""null"""," ""null"""," ""null"""
411804336,,,,,,,
411804336," ""0"""," ""null"""," ""59"""," ""16"""," ""null"""," ""null"""," ""null"""
413762597," ""0"""," ""null"""," ""45"""," ""12"""," ""null"""," ""null"""," ""0"""
413905637," ""0"""," ""null"""," ""56"""," ""12"""," ""null"""," ""null"""," ""null"""
413905653," ""0"""," ""null"""," ""84"""," ""19"""," ""null"""," ""null"""," ""null"""
548176827,,,,,,,
548176827," ""0"""," ""null"""," ""84"""," ""19"""," ""null"""," ""null"""," ""null"""
412471205," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""
413765300,,,,,,,
413765300," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""
413360320," ""0"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""
413471330," ""null"""," ""null"""," ""66"""," ""13"""," ""null"""," ""null"""," ""null"""
413475860," ""null"""," ""null"""," ""54"""," ""12"""," ""null"""," ""null"""," ""null"""
413901109," ""0"""," """""," ""50"""," ""13"""," ""325"""," ""221"""," ""2.79999995"""
413981274," ""null"""," ""null"""," ""77"""," ""16"""," ""null"""," ""null"""," ""null"""
413985749," ""0"""," ""null"""," ""42"""," ""8"""," ""null"""," ""null"""," ""null"""
412474725,,,,,,,
412474725," ""0"""," ""null"""," ""42"""," ""8"""," ""null"""," ""null"""," ""null"""
413850165," ""677342122"""," ""null"""," ""40"""," ""7"""," ""null"""," ""null"""," ""3.5999999"""
413900195," ""0"""," ""恒辉02"""," ""64"""," ""13"""," ""1424"""," ""968"""," ""null"""
413971302," ""0"""," ""null"""," ""50"""," ""12"""," ""null"""," ""null"""," ""null"""
413991525," ""0"""," ""null"""," ""77"""," ""16"""," ""null"""," ""null"""," ""0"""
413996753," ""0"""," ""null"""," ""62"""," ""13"""," ""null"""," ""null"""," ""null"""
413974260," ""0"""," ""null"""," ""56"""," ""11"""," ""null"""," ""null"""," ""0"""
413991377," ""null"""," ""null"""," ""49"""," ""12"""," ""null"""," ""null"""," ""null"""
412474869," ""0"""," ""null"""," ""23"""," ""7"""," ""null"""," ""null"""," ""null"""
413902501," ""null"""," ""null"""," ""50"""," ""11"""," ""null"""," ""null"""," ""null"""
413903218," ""null"""," ""null"""," ""49"""," ""12"""," ""null"""," ""null"""," ""null"""
413903755," ""0"""," ""null"""," ""50"""," ""11"""," ""null"""," ""null"""," ""null"""
413970505," ""0"""," ""江航18"""," ""49"""," ""8"""," ""10640"""," ""6597"""," ""null"""
413970627," ""0"""," """""," ""50"""," ""16"""," ""368"""," ""250"""," ""null"""
413990645," ""0"""," ""null"""," ""57"""," ""13"""," ""null"""," ""null"""," ""null"""
413903947," ""0"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""
413906405," ""null"""," ""null"""," ""88"""," ""20"""," ""null"""," ""null"""," ""null"""
413975344," ""0"""," ""null"""," ""40"""," ""7"""," ""null"""," ""null"""," ""null"""
413902939," ""0"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""
413906491," ""0"""," ""null"""," ""63"""," ""18"""," ""null"""," ""null"""," ""4.4000001"""
950788848,,,,,,,
950788848," ""0"""," ""null"""," ""63"""," ""18"""," ""null"""," ""null"""," ""4.4000001"""
413901813," ""0"""," ""null"""," ""43"""," ""9"""," ""null"""," ""null"""," ""null"""
413907364," ""0"""," ""null"""," ""56"""," ""11"""," ""null"""," ""null"""," ""null"""
413901014," ""null"""," ""null"""," ""45"""," ""9"""," ""null"""," ""null"""," ""null"""
413987394," ""null"""," ""null"""," ""49"""," ""10"""," ""null"""," ""null"""," ""null"""
412471380," ""0"""," ""穗联和318"""," ""49"""," ""13"""," """""," ""989"""," ""null"""
413794806," ""null"""," ""null"""," ""49"""," ""9"""," ""null"""," ""null"""," ""null"""
413903868," ""null"""," ""null"""," ""44"""," ""9"""," ""null"""," ""null"""," ""null"""
413905893," ""0"""," ""null"""," ""57"""," ""13"""," ""null"""," ""null"""," ""null"""
413472696," ""0"""," ""null"""," ""43"""," ""8"""," ""null"""," ""null"""," ""null"""
413906149," ""0"""," ""null"""," ""49"""," ""11"""," ""null"""," ""null"""," ""null"""
413998632," ""null"""," ""null"""," ""66"""," ""16"""," ""null"""," ""null"""," ""null"""
447454831,,,,,,,
447454831," ""null"""," ""null"""," ""66"""," ""16"""," ""null"""," ""null"""," ""null"""
413772497," ""null"""," ""粤韶关货1323"""," ""53"""," ""11"""," """""," ""595"""," ""null"""
413900435," ""null"""," ""顺宏海128"""," ""null"""," ""null"""," """""," ""1595"""," ""null"""
413907673," ""0"""," ""null"""," ""73"""," ""16"""," ""null"""," ""null"""," ""null"""
413475580," ""null"""," ""null"""," ""67"""," ""13"""," ""null"""," ""null"""," ""null"""
413781029," ""356515840"""," ""null"""," ""39"""," ""7"""," ""null"""," ""null"""," ""null"""
413973877," ""0"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""
413992359," ""0"""," ""null"""," ""49"""," ""11"""," ""null"""," ""null"""," ""0"""
514570278,,,,,,,
514570278," ""0"""," ""null"""," ""49"""," ""11"""," ""null"""," ""null"""," ""0"""
413998755," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""
413463310," ""null"""," ""荟通28"""," ""null"""," ""null"""," ""1000.0"""," ""500.0"""," ""null"""
413800829," ""0"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""
413989709," ""null"""," ""null"""," ""49"""," ""13"""," ""null"""," ""null"""," ""null"""
413991141," ""0"""," ""null"""," ""43"""," ""8"""," ""null"""," ""null"""," ""null"""
413997284," ""0"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""
413501605,,,,,,,
413501605," ""0"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""
413505130," ""0"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""
514647447,,,,,,,
514647447," ""0"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""
346792697,,,,,,,
346792697," ""0"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""
413901937," ""0"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""
413904644," ""0"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""
413971129," ""0"""," ""null"""," ""42"""," ""8"""," ""null"""," ""null"""," ""2.4000001"""
413902109," ""null"""," """""," ""50"""," ""11"""," ""175"""," ""119"""," ""null"""
413906601," ""null"""," ""null"""," ""72"""," ""14"""," ""null"""," ""null"""," ""null"""
413953829," ""0"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""
413995031," ""0"""," ""null"""," ""0"""," ""0"""," ""null"""," ""null"""," ""null"""
413999061," ""null"""," ""null"""," ""70"""," ""16"""," ""null"""," ""null"""," ""null"""
413999062," ""null"""," ""null"""," ""57"""," ""11"""," ""null"""," ""null"""," ""null"""
412478210," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""
413975093," ""356515840"""," ""null"""," ""56"""," ""10"""," ""null"""," ""null"""," ""2.5"""
413951696," ""0"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""
413762633," ""0"""," ""null"""," ""77"""," ""17"""," ""null"""," ""null"""," ""null"""
413906727," ""0"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""
413978934," ""0"""," ""null"""," ""49"""," ""11"""," ""null"""," ""null"""," ""null"""
413997041," ""0"""," ""null"""," ""69"""," ""16"""," ""null"""," ""null"""," ""null"""
413762747," ""0"""," ""null"""," ""50"""," ""16"""," ""null"""," ""null"""," ""null"""
413902399," ""null"""," ""null"""," ""60"""," ""13"""," ""null"""," ""null"""," ""null"""
413902529," ""null"""," ""null"""," ""50"""," ""11"""," ""null"""," ""null"""," ""null"""
413997651," ""null"""," ""null"""," ""72"""," ""14"""," ""null"""," ""null"""," ""null"""
413998394," ""null"""," ""null"""," ""57"""," ""11"""," ""null"""," ""null"""," ""null"""
413550670," ""0"""," ""新华洲117"""," ""null"""," ""null"""," ""803"""," ""498"""," ""null"""
413903214," ""null"""," ""null"""," ""56"""," ""13"""," ""null"""," ""null"""," ""null"""
413906789," ""0"""," ""null"""," ""57"""," ""11"""," ""null"""," ""null"""," ""null"""
413906792," ""0"""," ""null"""," ""68"""," ""14"""," ""null"""," ""null"""," ""null"""
413986469," ""0"""," ""null"""," ""56"""," ""12"""," ""null"""," ""null"""," ""null"""
413485330," ""null"""," ""null"""," ""65"""," ""18"""," ""null"""," ""null"""," ""null"""
413773621,")INGHUO20\H"""," ""null"""," ""15"""," ""44"""," ""null"""," ""null"""," ""9"""
413903786," ""null"""," ""null"""," ""39"""," ""8"""," ""null"""," ""null"""," ""null"""
413903958," ""null"""," ""null"""," ""49"""," ""12"""," ""null"""," ""null"""," ""null"""
413905742," ""0"""," ""null"""," ""88"""," ""19"""," ""null"""," ""null"""," ""2.29999995"""
413906509," ""null"""," ""null"""," ""85"""," ""18"""," ""null"""," ""null"""," ""null"""
413970946," ""0"""," ""null"""," ""49"""," ""12"""," ""null"""," ""null"""," ""0"""
412836604,,,,,,,
412836604," ""0"""," ""null"""," ""49"""," ""12"""," ""null"""," ""null"""," ""0"""
413973883," ""null"""," ""null"""," ""49"""," ""10"""," ""null"""," ""null"""," ""null"""
413797572," ""0"""," ""null"""," ""64"""," ""13"""," ""null"""," ""null"""," ""null"""
413901396," ""0"""," ""null"""," ""37"""," ""7"""," ""null"""," ""null"""," ""null"""
413904094," ""null"""," ""null"""," ""40"""," ""9"""," ""null"""," ""null"""," ""null"""
413906769," ""null"""," ""null"""," ""77"""," ""16"""," ""null"""," ""null"""," ""null"""
413907125," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""
413970622," ""0"""," ""null"""," ""50"""," ""11"""," ""null"""," ""null"""," ""null"""
413976703," ""null"""," ""null"""," ""49"""," ""11"""," ""null"""," ""null"""," ""null"""
409706095,,,,,,,
409706095," ""null"""," ""null"""," ""49"""," ""11"""," ""null"""," ""null"""," ""null"""
413054690," ""0"""," ""null"""," ""62"""," ""26"""," ""null"""," ""null"""," ""0"""
413465820," ""0"""," """""," ""49"""," ""11"""," ""379"""," ""235"""," ""null"""
413467470," ""0"""," ""null"""," ""71"""," ""13"""," ""null"""," ""null"""," ""null"""
413467509," ""null"""," ""null"""," ""73"""," ""15"""," ""null"""," ""null"""," ""null"""
413900042," ""0"""," ""荣景288"""," ""null"""," ""null"""," """""," ""777"""," ""null"""
413903909," ""null"""," ""null"""," ""38"""," ""8"""," ""null"""," ""null"""," ""null"""
413904899," ""null"""," ""null"""," ""50"""," ""11"""," ""null"""," ""null"""," ""null"""
413903157," ""0"""," ""null"""," ""53"""," ""12"""," ""null"""," ""null"""," ""null"""
413905073," ""null"""," ""null"""," ""82"""," ""16"""," ""null"""," ""null"""," ""null"""
413907109," ""0"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""," ""null"""
950273816,,,,,,,
